text,intra_sentence_similarity
it tickled Carls nose,0.331647933
but he liked the smell of the powder,0.279605895
and he was having so much fun with baby,0.279678434
they played dressup,0.497902453
Carl looked so cute with mothers beads strung over his head and the lid to the powder can on top of him just like a little purple hat,0.191541046
baby had a hat too,0.287411571
baby had a handkerchief and the powder puff,0.265975505
they looked at themselves in the mirror and they smiled,0.318910658
this was so much fun,0.377772301
next Carl took the baby to the laundry chute,0.214727759
uhoh,0.99999994
what do you think is going to happen here,0.457490712
the baby slides down the laundry chute all the way down,0.329940408
and at the same time Carl races down the steps to get to the basement at the same time as the baby,0.275581926
he gets there in time to see that the baby has already landed in the soft clothes underneath that are waiting to be washed in the laundry,0.256916195
Carl jumps down the stairs gets the baby on his back again and climbs back up runs back up the stairs with baby hanging tightly to the fur around his neck,0.250158042
Carl skids to a stop on a rug in the living room scattering the newspaper every which way,0.229740843
they walked over to the aquarium where mother kept all of her tropical fish,0.267489254
the baby decided that he wanted to go swimming,0.315988809
and so Carl took him gently by the back of his shirt and lowered him over the edge of the tank and into the water,0.2722691
the baby splashed and chased the fish,0.330887824
afterwards Carl decided that he wanted to dance,0.339183927
amazingly Carl knew how to turn on the stereo,0.218668342
and he found a radio station that was playing fun dancing music,0.269775867
and Carl danced and danced for the baby,0.311836362
and the baby laughed and clapped his hands,0.324430615
afterwards Carl and the baby were both very hungry,0.274260283
so they wandered into the kitchen,0.37689656
they got into the refrigerator,0.324061424
and what did they find but bread and butter,0.365212321
Carl got a package of whole wheat bread,0.23208496
and he ripped it open,0.315895349
and ate all the bread,0.376008123
meanwhile the baby was playing with butter and squishing it between his fingers and tasting the salty buttery taste,0.301152796
they found grapes,0.483705163
and Carl held the grapes for the baby while the baby picked them off and plucked them in his mouth,0.242716849
they made chocolate milk with syrup,0.371383131
what a mess,0.454968989
you can imagine there was syrup and milk all over the floor,0.259647787
and whats in the red jar,0.239795178
ohmy,0
there was food everywhere,0.423711658
and the baby was a mess,0.291208714
the baby climbed onto Carls back,0.25412783
and they climbed back up the stairs leaving the mess behind,0.331026524
Carl smart dog that he was started a warm bath for the baby and dropped baby inside,0.202255398
he got a washcloth a bright green washcloth and a pink bar of soap,0.262088865
and he scrubbed the baby,0.317179501
Carls mouth was full of soap,0.180353001
and he made bubbles when he breathed which made the baby laugh,0.267685413
afterwards Carl took a blow dryer and blew the baby dry,0.192386121
he brought him back to the crib and pushed his little bottom up over the edge of the crib and safely back inside,0.304285705
then Carl had work to do,0.290622979
he went back down to the kitchen,0.325057626
finished off the bread,0.38773042
put the wrapper in the trash,0.338612586
licked up the milk,0.331614852
he looked out the window,0.356445879
mom wasnt back yet,0.266790658
he still had time to straighten up the bed and put the makeup puff away,0.25204286
after he had cleaned the whole house and all the evidence of their romping around and fun time he looked out the window and saw mother coming home,0.289025396
the baby was laying in his crib quietly,0.27974236
and Carl laid down next to the baby and waited,0.232562214
mother walked in to see them just as she had left them,0.285653383
she was happy that Carl was such a good babysitter,0.240597054
good dog Carl,0.347053468
she said,0.530327618
and rubbed his head while he put his head on her lap,0.317144752
the end,0.63970381
www,1.000000119
okay,0.99999994
to plant a flower in the garden the first thing that you needta do is dig a hole twice as big as the root or twice as big as the pot,0.226483986
and then you needta mix some compost in with the soil that you just dug out,0.316755295
put the plant back into the hole,0.362782925
and fill around it with the mixture of the dirt and the compost,0.378916055
and then you make a mound in the middle,0.337537646
making sure that the root ball is just just covered,0.351572424
and then you can make a little moat make make a little moat around the dirt ball,0.310276449
then you water it,0.538304925
and as the dirt settles down you add more dirt if necessary,0.271165639
and then saturate the soil to make sure that it has gotten all the way through to the water to the roots and that the soil is settled,0.344516367
to make a peanut butter and jelly sandwich first you get out all the ingredients,0.279162645
two slices of bread a jar of peanut butter a jar of jelly and a knife,0.274071515
you open the two pieces of bread,0.304106683
lay them out next to eachother,0.363474995
you open the jelly first,0.324807733
and you scoop out however much jelly you want,0.332782477
and spread it with a knife onto one slice of bread,0.270073414
and then you take your knife and you clean it on the other slice of bread gpxmoves right hand back and forth before you dip it into the peanut butter jar,0.28196165
